English Phrase,Meanings,Acts,Hindi Translation
dividend book,,,लाभांश बही
"dividend, deferred",,,डाकू
dividend earnings,,,लाभाशं अजर्न
dividend equalisation fund,,,लाभांश समानीकरण निधि
"dividend, final",,,डाकू
"dividend, free of tax",,,कर मुक् त लाभांश
dividend income,,"s. 8, Income-tax Act",लाभांश आय
"dividend, interim",,,डाकू
"dividend, less tax",,,डाकू
dividend on preference shares,,"s. 80B(2), Income-tax Act",अधिमान शेयरों पर लाभांश
"dividend, paid",,,डाकू
"dividend, preference",,,डाकू
dividend rates,,,लाभांश दरें
"dividend, received",,,प्राप् त लाभाशं
"dividend, unclaimed",,,अदावाकृत लाभाशं
dividend warrant,,,लाभांश अधिपत्र
dividends and profits,,,लाभांश तथा लाभ
divine displeasure,displeasure of or pertaining to God,,दैवी अप्रसाद
divisible net proceeds,,,विभाज्य शुद्ध आगम
divisible pool,,,विभाज्य पूल
divisible profits,,,विभाज्य लाभ
division,1. the action of dividing or state of being divided into parts,,विभाजन
division bench,a court comprised of two or more judges and which is not a full bench,,खंड न् यायपीठ
division commander,,,कमांडर
division court,,"art. 145(2), Const.",खंड न्यायालय (डिवीजन कोर्ट
division of time,,"s. 340(1), Indian Succession Act",समय का अंतराल
Divisional Accountant,,,प्रभागीय लेखाकार
Divisional Accounts Officer,,,प्रभागीय लेखा अधिकारी
Divisional Audit Officer,,,प्रभागीय संपरीक्षा अधिकारी
Divisional Boiler Maker,,,प्रभागीय बायलर मेकर
Divisional Boiler Maker Chargeman,,,प्रभागीय बायलर मेकर कार्येक्षक
Divisional Cash Chest,,,प्रभागीय रोकड़ तिजोरी
Divisional Cashier,,,प्रभागीय रोकड़िया
Divisional Clerk,,,प्रभागीय लिपिक
Dlvisional Commercial Inspector,,,डाकू
Divisional Commercial Officer,,,प्रभागीय वाणिज्य अधिकारी
Divisional Commercial Superintendent,,,प्रभागीय वाणिज्य अधीक्षक
Divisional Development Council,,,प्रभागीय विकास परिषद्
Divisional Electrical Engineer,,,प्रभागीय बिजली इंजीनियर
Divisional Electrical Engineer (Development),,,प्रभागीय बिजली इंजीनियर (विकास
Divisional Electrical Engineer (General),,,प्रभागीय बिजली इंजीनियर (सामान्य
Divisional Electrical Engineer (Overhead Equipment),,,डाकू
Divisional Electrical Engineer (Railway Store),,,प्रभागीय बिजली इंजीनियर (रेल भंडार
Divisional Engineer,,,प्रभागीय इंजीनियर
Divisional Fire Officer,,,प्रभागीय अग्निशमन अधिकारी
Divisional Forest Officer,,,प्रभागीय वन अधिकारी
Divisional Inspector,,,प्रभागीय निरीक्षक
Divisional Judge,"a judge incharge of a division, or having jurisdiction over a division",,खंड न् यायाधीश
Divisional Manager,,,प्रभागीय प्रबंधक
Divisional Mechanical Engineer,,,प्रभागीय यांत्रिक इंजीनियर
Divisional Medical Officer,,,प्रभागीय चिकित्सा अधिकारी
Divisional Office,,"s. 32, Life Insurance Corporation Act",खंड कायार्लय
Divisional Operating Superintendent,,,प्रभागीय प्रचालन अधीक्षक Divisional Safety 0#00०
Divisional Safety Officer,,,डाकू
Divisional Signal and Telecommunication Engineer,,,प्रभागीय
Divisional Superintendent,,,प्रभागीय अधीक्षक
Divisional Traffic Manager,,,प्रभागीय यातायात प्रबंधक
"divisions, geographical",,,डाकू
divisions of time,,,समय के प्रभाग
divorce,,,विवाह-विच्छेद
divorce a mensa et toro,,"s. 4, Indian Divorce Act",सहवास विच्छेद
divorced,,,विच्छिनन विवाह
divorcee,,,विच्छिनन विवाह व्यक्ति/पुरुष/स्त्री
divulge,1. to disclose; to reveal,"s. 17E(11), Indian Criminal Law Amendment Act and s. 44, Chemical Weapons Convention Act",प्रकट करना
divulging the contents,,"s. 247(5)(ii), prov., Companies Act",विषय वस्तुओं का प्रकट किया जाना
do equity,,,साम् या बरतना
do injury,,,क्षति पहुंचाना
dock,"a space or waterway between two piers or wharves, as for receiving a ship while in port",,डॉक
dock certificate,,"sch., pt. II, item 3, Commercial Documents Evidence Act",डॉक प्रमाणपत्र
dock charge and duty,,,डॉक प्रभार और शुल् क
Dock Labour Board,,,डॉक श्रम बोडर्
dock receipt,,"sch., pt. II, item 3, Commercial Documents Evidence Act",डॉक रसीद
dock warrant,"an instrument issued by a dock owner or company in favour of a person specified by the owner of the goods warehoused in dock, and entitling such person to take possession of the goods",,डॉक वारंट
dock worker,,,डॉक कमर्कार
docker,,,गोदी मजदूर
dockyard,a storage place for naval stores or timber for ship building with facilities for building or reparing ships,,डाकयाडर्
dockyard labour,,,डॉकयार्ड श्रमिक
doctor,,,डाक् टर
doctorate degree,,,डाक्टरेट की उपाधि
doctrinaire,"of or relating to a doctrinaire, devoted to an idealistic programme, especially of government",,सिद्धांतवादी
