English Phrase,Meanings,Acts,Hindi Translation
"in witness whereof the licensor and the licensee have hereinto set their respective hands and seal on the day, month and year hereinabove written",,,हैबियस कार्पस
in writing,,,लि
"in writing under his hand, order",,"s. 5(b), Indian Railways Act",हैबियस कार्पस
inability,"want of ability, physical, mental or moral; lack of power, capacity or means",,असमथर्ता
inaccuracy,,"sch. 1, art. III, Indian Carriage of Goods by Sea Act",अशुद्धि
inaccurate particulars,,"s. 17(1)(c), Gift-tax Act",गलत
inadequacy,the quality or condition of being not equal to the requirement; insufficiency,,अपयार्प् तता
inadequacy of consideration,,"s. 20, expln. 1, Specific Relief Act",प्रति फल की अपर्याप्तता
inadequate consideration,,"s. 24(1)(b), Air Corporations Act",अपर्याप्त प्रति फल
inadmissibility of document,,,दस्तावेज की अग्राहयता
inadmissible,not admissible; not to be admitted or entertained,"s. 200, expln., I.P.C. and art. 114(2), Const.",अग्राह्य;
inadmissible evidence,,,अग्राहय साक्ष्य
inadmissible in the suit,,,वाद a अग्राहय
inadvertance,,"s. 22(1), Companies Act",अनवधानता
inadvertant slip,,"s. 8(a), Two-Member Constituencies (Abolition) Act",अनवधानता से हुई भूल
inadvertantly and undesignedly spoiled,,"s. 49(a), Indian Stamp Act",अनवधानता से और अपरि Hes त रूप से खराब
inadvertantly received,,,अनवधानता से ली गई
inalienable,not transferable,,अन् य-असकं्राम् य
inam,"a grant by government, often revenue free",art. 31A(2)(i) Const.,इनाम
inam title deed,,"s. 90(d), Registration Act",इनाम हक वि. लेख
inanimate things,things which are not endowed with life or spirit,"s. 3(a), Indian Railways Act",वस्तुएं
inappealable,not capable of being appealed especially to a higher tribunal,,जि सकी अपील नहीं हो सकती
inapplicability,,,लागू न होना
inapplicable,,,अप्रयोज् य
inauguration,,,उद्घाटन
inbuilt,,"s. 110(1)(k), Motor Vehicles Act",अंत
incapable,"not having the capacity, power or fitness for; unable",,असमथर्
incapable of acting,,"s. 6(b), International Airports Authority Act","करने में असमर्थ; [s. /23(4), Cr. P.C] कार्य करने के लि ए असमर्थ"
incapable of giving evidence,,,साक्ष्य देने के लि ए असमर्थ
incapable person,,"s. 68, Indian Contract Act",असमर्थ व्यक्ति
incapacitated,,"s. 2(1)(aa), Emigration Act",अशक् त;
incapacity,want of capacity; inability; powerlesness; legal disqualification,"art. 124(4), Const.",असमथर्ता
incapacity or disqualification,,"s. 224(2)(d), Companies Act",असमथर्ता या अनहर्ता
incentive,something that arouses feeling or incites to action,,प्रोत् साहन
incentive scheme,,"s. 13(2), Apprentices Act",हैबियस कार्पस
inception,,"s. 296, Companies Act",प्रारंभ;
incestuous adultery,adultery constituting or involving sexual intercourse or interbreeding between closely related or regarded as related in degrees in which marriage is prohibited,"s. 3(6), Indian Divorce Act",अगम् यगमनात् मक जारकमर्
incharge,"one having the care, custody or superintendence","s. 137, I.P.C.",भारसाधक
incharge of the management,,,प्रबंध का भारसाधक
incharge officer,,"s. 87(2), Navy Act",भारसाधक आफि सर
inception 209 inchoate,begun but not completed,"s. 20, Negotiable Instruments Act",अपूणर्
inchoate stamped instrument,,"s. 20, Negotiable Instruments Act",अधूरी स्टांपि त॒लि खत
incidence,1. an act or the fact or manner of falling upon or affecting,,आपतन; 2.
incidence of duty,,"s. 19(1), Estate Duty Act",शलु् क का आपतन
incidence of fines,,"s. 19(b), Army Act",जुर्मानों का आपतन
incidence of leave salary,,,छुट्टी-वेतन-भार
incidence of pension,,,पैंशन-भार
incidence of sickness,,,बीमारी का आपतन
incidence of tax,the falling of tax upon a person who is unable to shift it on some one else and who therefore bears the money burden thereof,,कर का आपतन; कर का भार
incidence of taxation,,,कर का भार
incidence rules,,,व्यय-भार नि यम
incident,"something dependent upon, appertaining or subordinate to or accompanying something else of greater or principal importance; something arising or resulting from something else of greater or principal importance","s. 2(b), T.P Act",८0 प्रसंगति
incident of a repulsive or horrible nature,,"s. 2(a)(iii), Young Persons (Harmful Publications) Act",जुगुप्साकारी अथवा भयावह प्रकार की घटना
incident of any contract,,"s. 1, Indian Contract Act",किसी संवि दा की प्रसंगति
incidental,occuring or likely to occur in fortuitous or subordinate conjunction with something else,"art. 4(1) and art. 169(2), Const.",आनुषंगि क
incidental charges,,,आनुषंगि क प्रभार
"incidental, consquential and supplemental matters",,"s. 394(1)(b)(vi), Companies Act",हैबियस कार्पस
incidental damage,,"s. 156, ill., Indian Contract Act",आनुषंगि क नुकसान
